GENE	symbol	PATHWAY	NAME
51606	ATP6V1H	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
51606	ATP6V1H	hsa05152	Tuberculosis
51606	ATP6V1H	hsa05165	Human papillomavirus infection
51606	ATP6V1H	hsa05323	Rheumatoid arthritis
517	ATP5MC2	hsa00190	Oxidative phosphorylation
517	ATP5MC2	hsa01100	Metabolic pathways
517	ATP5MC2	hsa04714	Thermogenesis
517	ATP5MC2	hsa05010	Alzheimer disease
517	ATP5MC2	hsa05012	Parkinson disease
517	ATP5MC2	hsa05016	Huntington disease
518	ATP5MC3	hsa00190	Oxidative phosphorylation
518	ATP5MC3	hsa01100	Metabolic pathways
518	ATP5MC3	hsa04714	Thermogenesis
518	ATP5MC3	hsa05010	Alzheimer disease
518	ATP5MC3	hsa05012	Parkinson disease
518	ATP5MC3	hsa05016	Huntington disease
521	ATP5ME	hsa00190	Oxidative phosphorylation
521	ATP5ME	hsa01100	Metabolic pathways
521	ATP5ME	hsa04714	Thermogenesis
522	ATP5PF	hsa00190	Oxidative phosphorylation
522	ATP5PF	hsa01100	Metabolic pathways
522	ATP5PF	hsa04714	Thermogenesis
522	ATP5PF	hsa05010	Alzheimer disease
522	ATP5PF	hsa05012	Parkinson disease
522	ATP5PF	hsa05016	Huntington disease
523	ATP6V1A	hsa00190	Oxidative phosphorylation
523	ATP6V1A	hsa01100	Metabolic pathways
523	ATP6V1A	hsa04145	Phagosome
523	ATP6V1A	hsa04150	mTOR signaling pathway
523	ATP6V1A	hsa04721	Synaptic vesicle cycle
523	ATP6V1A	hsa04966	Collecting duct acid secretion
523	ATP6V1A	hsa05110	Vibrio cholerae infection
523	ATP6V1A	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
523	ATP6V1A	hsa05165	Human papillomavirus infection
523	ATP6V1A	hsa05323	Rheumatoid arthritis
525	ATP6V1B1	hsa00190	Oxidative phosphorylation
525	ATP6V1B1	hsa01100	Metabolic pathways
525	ATP6V1B1	hsa04145	Phagosome
525	ATP6V1B1	hsa04150	mTOR signaling pathway
525	ATP6V1B1	hsa04721	Synaptic vesicle cycle
525	ATP6V1B1	hsa04966	Collecting duct acid secretion
525	ATP6V1B1	hsa05110	Vibrio cholerae infection
525	ATP6V1B1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
525	ATP6V1B1	hsa05165	Human papillomavirus infection
525	ATP6V1B1	hsa05323	Rheumatoid arthritis
526	ATP6V1B2	hsa00190	Oxidative phosphorylation
526	ATP6V1B2	hsa01100	Metabolic pathways
526	ATP6V1B2	hsa04145	Phagosome
526	ATP6V1B2	hsa04150	mTOR signaling pathway
526	ATP6V1B2	hsa04721	Synaptic vesicle cycle
526	ATP6V1B2	hsa04966	Collecting duct acid secretion
526	ATP6V1B2	hsa05110	Vibrio cholerae infection
526	ATP6V1B2	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
526	ATP6V1B2	hsa05165	Human papillomavirus infection
526	ATP6V1B2	hsa05323	Rheumatoid arthritis
527	ATP6V0C	hsa00190	Oxidative phosphorylation
527	ATP6V0C	hsa01100	Metabolic pathways
527	ATP6V0C	hsa04142	Lysosome
527	ATP6V0C	hsa04145	Phagosome
527	ATP6V0C	hsa04721	Synaptic vesicle cycle
527	ATP6V0C	hsa04966	Collecting duct acid secretion
527	ATP6V0C	hsa05110	Vibrio cholerae infection
527	ATP6V0C	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
527	ATP6V0C	hsa05152	Tuberculosis
527	ATP6V0C	hsa05165	Human papillomavirus infection
527	ATP6V0C	hsa05323	Rheumatoid arthritis
528	ATP6V1C1	hsa00190	Oxidative phosphorylation
528	ATP6V1C1	hsa01100	Metabolic pathways
528	ATP6V1C1	hsa04145	Phagosome
528	ATP6V1C1	hsa04150	mTOR signaling pathway
528	ATP6V1C1	hsa04721	Synaptic vesicle cycle
528	ATP6V1C1	hsa04966	Collecting duct acid secretion
528	ATP6V1C1	hsa05110	Vibrio cholerae infection
528	ATP6V1C1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
528	ATP6V1C1	hsa05165	Human papillomavirus infection
528	ATP6V1C1	hsa05323	Rheumatoid arthritis
529	ATP6V1E1	hsa00190	Oxidative phosphorylation
529	ATP6V1E1	hsa01100	Metabolic pathways
529	ATP6V1E1	hsa04145	Phagosome
529	ATP6V1E1	hsa04150	mTOR signaling pathway
529	ATP6V1E1	hsa04721	Synaptic vesicle cycle
529	ATP6V1E1	hsa04966	Collecting duct acid secretion
529	ATP6V1E1	hsa05110	Vibrio cholerae infection
529	ATP6V1E1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
529	ATP6V1E1	hsa05165	Human papillomavirus infection
529	ATP6V1E1	hsa05323	Rheumatoid arthritis
533	ATP6V0B	hsa00190	Oxidative phosphorylation
533	ATP6V0B	hsa01100	Metabolic pathways
533	ATP6V0B	hsa04142	Lysosome
533	ATP6V0B	hsa04145	Phagosome
533	ATP6V0B	hsa04721	Synaptic vesicle cycle
533	ATP6V0B	hsa05110	Vibrio cholerae infection
533	ATP6V0B	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
533	ATP6V0B	hsa05152	Tuberculosis
533	ATP6V0B	hsa05165	Human papillomavirus infection
533	ATP6V0B	hsa05323	Rheumatoid arthritis
534	ATP6V1G2	hsa00190	Oxidative phosphorylation
534	ATP6V1G2	hsa01100	Metabolic pathways
534	ATP6V1G2	hsa04145	Phagosome
534	ATP6V1G2	hsa04150	mTOR signaling pathway
534	ATP6V1G2	hsa04721	Synaptic vesicle cycle
534	ATP6V1G2	hsa04966	Collecting duct acid secretion
534	ATP6V1G2	hsa05110	Vibrio cholerae infection
534	ATP6V1G2	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
534	ATP6V1G2	hsa05165	Human papillomavirus infection
534	ATP6V1G2	hsa05323	Rheumatoid arthritis
535	ATP6V0A1	hsa00190	Oxidative phosphorylation
535	ATP6V0A1	hsa01100	Metabolic pathways
535	ATP6V0A1	hsa04142	Lysosome
535	ATP6V0A1	hsa04145	Phagosome
535	ATP6V0A1	hsa04721	Synaptic vesicle cycle
535	ATP6V0A1	hsa04966	Collecting duct acid secretion
535	ATP6V0A1	hsa05110	Vibrio cholerae infection
535	ATP6V0A1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
535	ATP6V0A1	hsa05152	Tuberculosis
535	ATP6V0A1	hsa05165	Human papillomavirus infection
535	ATP6V0A1	hsa05323	Rheumatoid arthritis
537	ATP6AP1	hsa00190	Oxidative phosphorylation
537	ATP6AP1	hsa01100	Metabolic pathways
537	ATP6AP1	hsa04142	Lysosome
537	ATP6AP1	hsa04145	Phagosome
537	ATP6AP1	hsa05110	Vibrio cholerae infection
537	ATP6AP1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
537	ATP6AP1	hsa05152	Tuberculosis
537	ATP6AP1	hsa05161	Hepatitis B
537	ATP6AP1	hsa05165	Human papillomavirus infection
537	ATP6AP1	hsa05323	Rheumatoid arthritis
539	ATP5PO	hsa00190	Oxidative phosphorylation
539	ATP5PO	hsa01100	Metabolic pathways
539	ATP5PO	hsa04714	Thermogenesis
539	ATP5PO	hsa05010	Alzheimer disease
539	ATP5PO	hsa05012	Parkinson disease
539	ATP5PO	hsa05016	Huntington disease
54539	NDUFB11	hsa00190	Oxidative phosphorylation
54539	NDUFB11	hsa01100	Metabolic pathways
54539	NDUFB11	hsa04714	Thermogenesis
54539	NDUFB11	hsa04723	Retrograde endocannabinoid signaling
54539	NDUFB11	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
54539	NDUFB11	hsa05010	Alzheimer disease
54539	NDUFB11	hsa05012	Parkinson disease
54539	NDUFB11	hsa05016	Huntington disease
5464	PPA1	hsa00190	Oxidative phosphorylation
55967	NDUFA12	hsa00190	Oxidative phosphorylation
55967	NDUFA12	hsa01100	Metabolic pathways
55967	NDUFA12	hsa04714	Thermogenesis
55967	NDUFA12	hsa04723	Retrograde endocannabinoid signaling
55967	NDUFA12	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
55967	NDUFA12	hsa05010	Alzheimer disease
55967	NDUFA12	hsa05012	Parkinson disease
55967	NDUFA12	hsa05016	Huntington disease
56901	NDUFA4L2	hsa00190	Oxidative phosphorylation
56901	NDUFA4L2	hsa01100	Metabolic pathways
56901	NDUFA4L2	hsa04714	Thermogenesis
56901	NDUFA4L2	hsa04723	Retrograde endocannabinoid signaling
56901	NDUFA4L2	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
56901	NDUFA4L2	hsa05010	Alzheimer disease
56901	NDUFA4L2	hsa05012	Parkinson disease
56901	NDUFA4L2	hsa05016	Huntington disease
64077	LHPP	hsa00190	Oxidative phosphorylation
7381	UQCRB	hsa00190	Oxidative phosphorylation
7381	UQCRB	hsa01100	Metabolic pathways
7381	UQCRB	hsa04260	Cardiac muscle contraction
7381	UQCRB	hsa04714	Thermogenesis
7381	UQCRB	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7381	UQCRB	hsa05010	Alzheimer disease
7381	UQCRB	hsa05012	Parkinson disease
7381	UQCRB	hsa05016	Huntington disease
7384	UQCRC1	hsa00190	Oxidative phosphorylation
7384	UQCRC1	hsa01100	Metabolic pathways
7384	UQCRC1	hsa04260	Cardiac muscle contraction
7384	UQCRC1	hsa04714	Thermogenesis
7384	UQCRC1	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7384	UQCRC1	hsa05010	Alzheimer disease
7384	UQCRC1	hsa05012	Parkinson disease
7384	UQCRC1	hsa05016	Huntington disease
7385	UQCRC2	hsa00190	Oxidative phosphorylation
7385	UQCRC2	hsa01100	Metabolic pathways
7385	UQCRC2	hsa04260	Cardiac muscle contraction
7385	UQCRC2	hsa04714	Thermogenesis
7385	UQCRC2	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7385	UQCRC2	hsa05010	Alzheimer disease
7385	UQCRC2	hsa05012	Parkinson disease
7385	UQCRC2	hsa05016	Huntington disease
7386	UQCRFS1	hsa00190	Oxidative phosphorylation
7386	UQCRFS1	hsa01100	Metabolic pathways
7386	UQCRFS1	hsa04260	Cardiac muscle contraction
7386	UQCRFS1	hsa04714	Thermogenesis
7386	UQCRFS1	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7386	UQCRFS1	hsa05010	Alzheimer disease
7386	UQCRFS1	hsa05012	Parkinson disease
7386	UQCRFS1	hsa05016	Huntington disease
7388	UQCRH	hsa00190	Oxidative phosphorylation
7388	UQCRH	hsa01100	Metabolic pathways
7388	UQCRH	hsa04260	Cardiac muscle contraction
7388	UQCRH	hsa04714	Thermogenesis
7388	UQCRH	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7388	UQCRH	hsa05010	Alzheimer disease
7388	UQCRH	hsa05012	Parkinson disease
7388	UQCRH	hsa05016	Huntington disease
84701	COX4I2	hsa00190	Oxidative phosphorylation
84701	COX4I2	hsa01100	Metabolic pathways
84701	COX4I2	hsa04260	Cardiac muscle contraction
84701	COX4I2	hsa04714	Thermogenesis
84701	COX4I2	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
84701	COX4I2	hsa05010	Alzheimer disease
84701	COX4I2	hsa05012	Parkinson disease
84701	COX4I2	hsa05016	Huntington disease
8992	ATP6V0E1	hsa00190	Oxidative phosphorylation
8992	ATP6V0E1	hsa01100	Metabolic pathways
8992	ATP6V0E1	hsa04145	Phagosome
8992	ATP6V0E1	hsa04721	Synaptic vesicle cycle
8992	ATP6V0E1	hsa04966	Collecting duct acid secretion
8992	ATP6V0E1	hsa05110	Vibrio cholerae infection
8992	ATP6V0E1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
8992	ATP6V0E1	hsa05165	Human papillomavirus infection
8992	ATP6V0E1	hsa05323	Rheumatoid arthritis
90423	ATP6V1E2	hsa00190	Oxidative phosphorylation
90423	ATP6V1E2	hsa01100	Metabolic pathways
90423	ATP6V1E2	hsa04145	Phagosome
90423	ATP6V1E2	hsa04150	mTOR signaling pathway
90423	ATP6V1E2	hsa04721	Synaptic vesicle cycle
90423	ATP6V1E2	hsa04966	Collecting duct acid secretion
90423	ATP6V1E2	hsa05110	Vibrio cholerae infection
90423	ATP6V1E2	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
90423	ATP6V1E2	hsa05165	Human papillomavirus infection
90423	ATP6V1E2	hsa05323	Rheumatoid arthritis
9114	ATP6V0D1	hsa00190	Oxidative phosphorylation
9114	ATP6V0D1	hsa01100	Metabolic pathways
9114	ATP6V0D1	hsa04142	Lysosome
9114	ATP6V0D1	hsa04145	Phagosome
9114	ATP6V0D1	hsa04721	Synaptic vesicle cycle
9114	ATP6V0D1	hsa04966	Collecting duct acid secretion
9114	ATP6V0D1	hsa05110	Vibrio cholerae infection
9114	ATP6V0D1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
9114	ATP6V0D1	hsa05152	Tuberculosis
9114	ATP6V0D1	hsa05165	Human papillomavirus infection
9114	ATP6V0D1	hsa05203	Viral carcinogenesis
9114	ATP6V0D1	hsa05323	Rheumatoid arthritis
9167	COX7A2L	hsa00190	Oxidative phosphorylation
9167	COX7A2L	hsa01100	Metabolic pathways
9167	COX7A2L	hsa04260	Cardiac muscle contraction
9167	COX7A2L	hsa04714	Thermogenesis
9167	COX7A2L	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9167	COX7A2L	hsa05010	Alzheimer disease
9167	COX7A2L	hsa05012	Parkinson disease
9167	COX7A2L	hsa05016	Huntington disease
9296	ATP6V1F	hsa00190	Oxidative phosphorylation
9296	ATP6V1F	hsa01100	Metabolic pathways
9296	ATP6V1F	hsa04145	Phagosome
9296	ATP6V1F	hsa04150	mTOR signaling pathway
9296	ATP6V1F	hsa04721	Synaptic vesicle cycle
9296	ATP6V1F	hsa04966	Collecting duct acid secretion
9296	ATP6V1F	hsa05110	Vibrio cholerae infection
9296	ATP6V1F	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
9296	ATP6V1F	hsa05165	Human papillomavirus infection
9296	ATP6V1F	hsa05323	Rheumatoid arthritis
9377	COX5A	hsa00190	Oxidative phosphorylation
9377	COX5A	hsa01100	Metabolic pathways
9377	COX5A	hsa04260	Cardiac muscle contraction
9377	COX5A	hsa04714	Thermogenesis
9377	COX5A	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9377	COX5A	hsa05010	Alzheimer disease
9377	COX5A	hsa05012	Parkinson disease
9377	COX5A	hsa05016	Huntington disease
9550	ATP6V1G1	hsa00190	Oxidative phosphorylation
9550	ATP6V1G1	hsa01100	Metabolic pathways
9550	ATP6V1G1	hsa04145	Phagosome
9550	ATP6V1G1	hsa04150	mTOR signaling pathway
9550	ATP6V1G1	hsa04721	Synaptic vesicle cycle
9550	ATP6V1G1	hsa04966	Collecting duct acid secretion
9550	ATP6V1G1	hsa05110	Vibrio cholerae infection
9550	ATP6V1G1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
9550	ATP6V1G1	hsa05165	Human papillomavirus infection
9550	ATP6V1G1	hsa05323	Rheumatoid arthritis
9551	ATP5MF	hsa00190	Oxidative phosphorylation
9551	ATP5MF	hsa01100	Metabolic pathways
9551	ATP5MF	hsa04714	Thermogenesis
100526760	ABHD14A-ACY1	hsa00220	Arginine biosynthesis
100526760	ABHD14A-ACY1	hsa01100	Metabolic pathways
100526760	ABHD14A-ACY1	hsa01210	2-Oxocarboxylic acid metabolism
100526760	ABHD14A-ACY1	hsa01230	Biosynthesis of amino acids
1373	CPS1	hsa00220	Arginine biosynthesis
1373	CPS1	hsa00250	Alanine, aspartate and glutamate metabolism
1373	CPS1	hsa00910	Nitrogen metabolism
1373	CPS1	hsa01100	Metabolic pathways
1373	CPS1	hsa01200	Carbon metabolism
1373	CPS1	hsa01230	Biosynthesis of amino acids
162417	NAGS	hsa00220	Arginine biosynthesis
162417	NAGS	hsa01100	Metabolic pathways
162417	NAGS	hsa01210	2-Oxocarboxylic acid metabolism
162417	NAGS	hsa01230	Biosynthesis of amino acids
27165	GLS2	hsa00220	Arginine biosynthesis
27165	GLS2	hsa00250	Alanine, aspartate and glutamate metabolism
27165	GLS2	hsa00471	D-Glutamine and D-glutamate metabolism
27165	GLS2	hsa01100	Metabolic pathways
27165	GLS2	hsa04724	Glutamatergic synapse
27165	GLS2	hsa04727	GABAergic synapse
27165	GLS2	hsa04964	Proximal tubule bicarbonate reclamation
27165	GLS2	hsa05206	MicroRNAs in cancer
27165	GLS2	hsa05230	Central carbon metabolism in cancer
2744	GLS	hsa00220	Arginine biosynthesis
2744	GLS	hsa00250	Alanine, aspartate and glutamate metabolism
2744	GLS	hsa00471	D-Glutamine and D-glutamate metabolism
2744	GLS	hsa01100	Metabolic pathways
2744	GLS	hsa04724	Glutamatergic synapse
2744	GLS	hsa04727	GABAergic synapse
2744	GLS	hsa04964	Proximal tubule bicarbonate reclamation
2744	GLS	hsa05206	MicroRNAs in cancer
2744	GLS	hsa05230	Central carbon metabolism in cancer
2746	GLUD1	hsa00220	Arginine biosynthesis
2746	GLUD1	hsa00250	Alanine, aspartate and glutamate metabolism
2746	GLUD1	hsa00471	D-Glutamine and D-glutamate metabolism
2746	GLUD1	hsa00910	Nitrogen metabolism
2746	GLUD1	hsa01100	Metabolic pathways
2746	GLUD1	hsa01200	Carbon metabolism
2746	GLUD1	hsa04217	Necroptosis
2746	GLUD1	hsa04964	Proximal tubule bicarbonate reclamation
2747	GLUD2	hsa00220	Arginine biosynthesis
2747	GLUD2	hsa00250	Alanine, aspartate and glutamate metabolism
2747	GLUD2	hsa00471	D-Glutamine and D-glutamate metabolism
2747	GLUD2	hsa00910	Nitrogen metabolism
2747	GLUD2	hsa01100	Metabolic pathways
2747	GLUD2	hsa01200	Carbon metabolism
2747	GLUD2	hsa04217	Necroptosis
2747	GLUD2	hsa04964	Proximal tubule bicarbonate reclamation
2752	GLUL	hsa00220	Arginine biosynthesis
2752	GLUL	hsa00250	Alanine, aspartate and glutamate metabolism
2752	GLUL	hsa00630	Glyoxylate and dicarboxylate metabolism
2752	GLUL	hsa00910	Nitrogen metabolism
2752	GLUL	hsa01100	Metabolic pathways
2752	GLUL	hsa01230	Biosynthesis of amino acids
2752	GLUL	hsa04217	Necroptosis
2752	GLUL	hsa04724	Glutamatergic synapse
2752	GLUL	hsa04727	GABAergic synapse
2805	GOT1	hsa00220	Arginine biosynthesis
2805	GOT1	hsa00250	Alanine, aspartate and glutamate metabolism
2805	GOT1	hsa00270	Cysteine and methionine metabolism
2805	GOT1	hsa00330	Arginine and proline metabolism
2805	GOT1	hsa00350	Tyrosine metabolism
2805	GOT1	hsa00360	Phenylalanine metabolism
2805	GOT1	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis
2805	GOT1	hsa01100	Metabolic pathways
2805	GOT1	hsa01200	Carbon metabolism
2805	GOT1	hsa01210	2-Oxocarboxylic acid metabolism
2805	GOT1	hsa01230	Biosynthesis of amino acids
2806	GOT2	hsa00220	Arginine biosynthesis
2806	GOT2	hsa00250	Alanine, aspartate and glutamate metabolism
2806	GOT2	hsa00270	Cysteine and methionine metabolism
2806	GOT2	hsa00330	Arginine and proline metabolism
2806	GOT2	hsa00350	Tyrosine metabolism
2806	GOT2	hsa00360	Phenylalanine metabolism
2806	GOT2	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis
2806	GOT2	hsa01100	Metabolic pathways
2806	GOT2	hsa01200	Carbon metabolism
2806	GOT2	hsa01210	2-Oxocarboxylic acid metabolism
2806	GOT2	hsa01230	Biosynthesis of amino acids
2806	GOT2	hsa04975	Fat digestion and absorption
2875	GPT	hsa00220	Arginine biosynthesis
2875	GPT	hsa00250	Alanine, aspartate and glutamate metabolism
2875	GPT	hsa01100	Metabolic pathways
2875	GPT	hsa01200	Carbon metabolism
2875	GPT	hsa01210	2-Oxocarboxylic acid metabolism
2875	GPT	hsa01230	Biosynthesis of amino acids
383	ARG1	hsa00220	Arginine biosynthesis
383	ARG1	hsa00330	Arginine and proline metabolism
383	ARG1	hsa01100	Metabolic pathways
383	ARG1	hsa01230	Biosynthesis of amino acids
383	ARG1	hsa05146	Amoebiasis
384	ARG2	hsa00220	Arginine biosynthesis
384	ARG2	hsa00330	Arginine and proline metabolism
384	ARG2	hsa01100	Metabolic pathways
384	ARG2	hsa01230	Biosynthesis of amino acids
384	ARG2	hsa05146	Amoebiasis
435	ASL	hsa00220	Arginine biosynthesis
435	ASL	hsa00250	Alanine, aspartate and glutamate metabolism
435	ASL	hsa01100	Metabolic pathways
435	ASL	hsa01230	Biosynthesis of amino acids
445	ASS1	hsa00220	Arginine biosynthesis
445	ASS1	hsa00250	Alanine, aspartate and glutamate metabolism
445	ASS1	hsa01100	Metabolic pathways
445	ASS1	hsa01230	Biosynthesis of amino acids
445	ASS1	hsa05418	Fluid shear stress and atherosclerosis
4842	NOS1	hsa00220	Arginine biosynthesis
4842	NOS1	hsa00330	Arginine and proline metabolism
4842	NOS1	hsa01100	Metabolic pathways
4842	NOS1	hsa04020	Calcium signaling pathway
4842	NOS1	hsa04145	Phagosome
4842	NOS1	hsa04371	Apelin signaling pathway
4842	NOS1	hsa04713	Circadian entrainment
4842	NOS1	hsa04730	Long-term depression
4842	NOS1	hsa04926	Relaxin signaling pathway
4842	NOS1	hsa04970	Salivary secretion
4842	NOS1	hsa05010	Alzheimer disease
4842	NOS1	hsa05014	Amyotrophic lateral sclerosis (ALS)
4843	NOS2	hsa00220	Arginine biosynthesis
4843	NOS2	hsa00330	Arginine and proline metabolism
4843	NOS2	hsa01100	Metabolic pathways
4843	NOS2	hsa04020	Calcium signaling pathway
4843	NOS2	hsa04066	HIF-1 signaling pathway
4843	NOS2	hsa04146	Peroxisome
4843	NOS2	hsa04371	Apelin signaling pathway
4843	NOS2	hsa04926	Relaxin signaling pathway
4843	NOS2	hsa05132	Salmonella infection
4843	NOS2	hsa05133	Pertussis
4843	NOS2	hsa05140	Leishmaniasis
4843	NOS2	hsa05142	Chagas disease (American trypanosomiasis)
4843	NOS2	hsa05145	Toxoplasmosis
4843	NOS2	hsa05146	Amoebiasis
4843	NOS2	hsa05152	Tuberculosis
4843	NOS2	hsa05200	Pathways in cancer
4843	NOS2	hsa05222	Small cell lung cancer
4846	NOS3	hsa00220	Arginine biosynthesis
4846	NOS3	hsa00330	Arginine and proline metabolism
4846	NOS3	hsa01100	Metabolic pathways
4846	NOS3	hsa04020	Calcium signaling pathway
4846	NOS3	hsa04022	cGMP-PKG signaling pathway
4846	NOS3	hsa04066	HIF-1 signaling pathway
4846	NOS3	hsa04071	Sphingolipid signaling pathway
4846	NOS3	hsa04151	PI3K-Akt signaling pathway
4846	NOS3	hsa04370	VEGF signaling pathway
4846	NOS3	hsa04371	Apelin signaling pathway
4846	NOS3	hsa04611	Platelet activation
4846	NOS3	hsa04915	Estrogen signaling pathway
4846	NOS3	hsa04921	Oxytocin signaling pathway
4846	NOS3	hsa04926	Relaxin signaling pathway
4846	NOS3	hsa04931	Insulin resistance
4846	NOS3	hsa04933	AGE-RAGE signaling pathway in diabetic complications
4846	NOS3	hsa05418	Fluid shear stress and atherosclerosis
5009	OTC	hsa00220	Arginine biosynthesis
5009	OTC	hsa01100	Metabolic pathways
5009	OTC	hsa01230	Biosynthesis of amino acids
84706	GPT2	hsa00220	Arginine biosynthesis
84706	GPT2	hsa00250	Alanine, aspartate and glutamate metabolism
84706	GPT2	hsa01100	Metabolic pathways
84706	GPT2	hsa01200	Carbon metabolism
84706	GPT2	hsa01210	2-Oxocarboxylic acid metabolism
84706	GPT2	hsa01230	Biosynthesis of amino acids
95	ACY1	hsa00220	Arginine biosynthesis
95	ACY1	hsa01100	Metabolic pathways
95	ACY1	hsa01210	2-Oxocarboxylic acid metabolism
95	ACY1	hsa01230	Biosynthesis of amino acids
100	ADA	hsa00230	Purine metabolism
100	ADA	hsa01100	Metabolic pathways
100	ADA	hsa05340	Primary immunodeficiency
100526794	NT5C1B-RDH14	hsa00230	Purine metabolism
100526794	NT5C1B-RDH14	hsa00240	Pyrimidine metabolism
100526794	NT5C1B-RDH14	hsa00760	Nicotinate and nicotinamide metabolism
100526794	NT5C1B-RDH14	hsa01100	Metabolic pathways
10201	NME6	hsa00230	Purine metabolism
10201	NME6	hsa00240	Pyrimidine metabolism
10201	NME6	hsa00983	Drug metabolism - other enzymes
10201	NME6	hsa01100	Metabolic pathways
102157402	AK6	hsa00230	Purine metabolism
102157402	AK6	hsa01100	Metabolic pathways
102157402	AK6	hsa03008	Ribosome biogenesis in eukaryotes
10606	PAICS	hsa00230	Purine metabolism
10606	PAICS	hsa01100	Metabolic pathways
107	ADCY1	hsa00230	Purine metabolism
107	ADCY1	hsa01100	Metabolic pathways
107	ADCY1	hsa01522	Endocrine resistance
107	ADCY1	hsa04015	Rap1 signaling pathway
107	ADCY1	hsa04020	Calcium signaling pathway
107	ADCY1	hsa04022	cGMP-PKG signaling pathway
107	ADCY1	hsa04024	cAMP signaling pathway
107	ADCY1	hsa04062	Chemokine signaling pathway
107	ADCY1	hsa04072	Phospholipase D signaling pathway
107	ADCY1	hsa04114	Oocyte meiosis
107	ADCY1	hsa04211	Longevity regulating pathway
107	ADCY1	hsa04213	Longevity regulating pathway - multiple species
107	ADCY1	hsa04261	Adrenergic signaling in cardiomyocytes
107	ADCY1	hsa04270	Vascular smooth muscle contraction
107	ADCY1	hsa04371	Apelin signaling pathway
107	ADCY1	hsa04540	Gap junction
107	ADCY1	hsa04611	Platelet activation
107	ADCY1	hsa04713	Circadian entrainment
